summary,ours
"Numbers right about sentencing, but cause is elusive | PolitiFact Georg",0
"House Speaker John Boehner says Obama, Democrats have no plan to replace sequester",0
"Two-thirds collecting unemployment don't have to look for jobs, Scott Walker says | PolitiFact Wisconsin",0
U.S. Rep. Carol Shea-Porter claims NH is only state without full service VA hospital | PolitiFact New Hampshire,0
Rep. Sondy Pope says increases in education funding won’t catch up to previous levels for 12 years | PolitiFact Wisconsin,0
Chris Christie says number of private-sector jobs growing in New Jersey | PolitiFact New Jersey,0
Leader of Alliance for Safe Communities says employers can get thousands of dollars in tax breaks and bond money to hire convicted felons | PolitiFact Rhode Island,0
Is the average age of entry into sex trafficking between 12 and 14 years old?  | PolitiFact Oregon,0
"Barack Obama says ""the majority of the American people agree with me"" on spending cuts and tax increases to fix the budge",0
Trey Martinez Fischer says Texas Legislature has never avoided violating Section 5 of Voting Rights Act | PolitiFact Texas,0
"Rep. Ami Bera says due to sequester, 'people are going to be unsafe. Homes are going to burn'",0
Cuccinelli says Virginia is the only state where attorneys general resign to run for governor | PolitiFact Virgin,0
Arne Duncan says teachers are losing jobs because of sequestration,0
Greg Abbott says last non-partisan body on election reforms decided photo IDs at polls were necessary | PolitiFact Texas,0
Atlanta official seeks touchdown on stadium claim | PolitiFact Georg,0
Chairwoman of Ocean State Prevention Alliance says many Rhode Island teens don’t think daily marijuana use poses serious risk of harm | PolitiFact Rhode Island,0
Kevin McCarthy says federal government has more revenue now than ‘any other time’,0
Chris Christie repeats claim about 70 percent hike in New Jersey property taxes | PolitiFact New Jersey,0
Ohio Tax Commissioner Joseph Testa says consumption has shifted over the years from goods to services | PolitiFact Oh,0
Ray LaHood: sequestration will delay air trave,0
"Rep. Greg Walden says Keystone XL pipeline would create 20,000 'American jobs' with 800 in Oregon | PolitiFact Oregon",0
"""Mallard Fillmore"" says government study shows Head Start “has little or no impact on the children it’s supposed to help” | PolitiFact Texas",0
"Yes, this really is a test | PolitiFact Oregon",0
"Jimmy Carter says when he ran against Gerald Ford, he didn't raise any money",0
Mayor says felonies in Atlanta lowest in decades | PolitiFact Georg,0
Sen. Bill Nelson says 2011 budget deal included immediate cuts,0
Broun claims parallel to Ron Paul’s voting record | PolitiFact Georg,0
eter Barca says visitors can bring a gun but not pencil and paper to Assembly gallery | PolitiFact Wisconsin,0
Barbara Buono claims New Jersey has lost half its pharma jobs to other high-tax states | PolitiFact New Jersey,0
Gary Sasse says 90 percent of $35 million in tax credits went to CVS and two out-of-state companies | PolitiFact Rhode Island,0
Did Tim Knopp honor his pledge to eschew PERS?  | PolitiFact Oregon,0
Barack Obama says sequester could force prosecutors to 'let criminals go',0
The Ohio Republican Party says Kewpee burgers would be even more of a bargain under Gov. John Kasich's proposed sales tax cut | PolitiFact Oh,0
Do places with domestic partnerships have fewer marriages?  | PolitiFact Florid,0
Barack Obama says sequester would leave ‘tens of thousands’ of parents scrambling for child care,0
Cantor says U.S. paid seniors $1.2 million to play World of Warcraft computer game | PolitiFact Virgin,0
"Statement on stadium, minority businesses short on info | PolitiFact Georg",0
"Block says 9,000 R.I. voters used master lever for Moderate Party -- with no party candidates on ballot | PolitiFact Rhode Island",0
Gov. John Kasich says expanding Medicaid would help uninsured who use emergency rooms for primary care | PolitiFact Oh,0
"Barack Obama says sequester would cut vaccinations, cancer screenings for hundreds of thousands",0
Barack Obama says sequestration cuts will be indiscriminate,0
"UPDATED: Sarah Eckhardt says unemployment in Travis County lower than nation, but poverty is worse and rising | PolitiFact Texas",0
Gun claim goes awry | PolitiFact Georg,0
Jon Bramnick claims New Jersey had an $11 billion deficit when Chris Christie became governor | PolitiFact New Jersey,0
Ohio Treasurer Josh Mandel says entitlement spending expected to consume all federal revenue by 2045 | PolitiFact Oh,0
"Ted Cruz says Hagel nomination ""publicly celebrated by the Iranian government"" | PolitiFact Texas",0
Millionaire Honeywell CEO David Cote compares today's U.S. debt to post-World War II | PolitiFact New Hampshire,0
Wayne LaPierre says New York mayor refused National Guard help after Sandy  'because Guardsmen carry guns!',0
Wayne LaPierre says Obama ignores border fence law,0
"David Plouffe says Latinos supported health care law the ""most"" | PolitiFact Florid",0
"Ron Johnson says Republican budget proposals don’t cut spending, just reduce budget growth | PolitiFact Wisconsin",0
Congressman uses wrong words on gun claim | PolitiFact Georg,0
Will Washington leave Oregon 'holding the bag' on Columbia River Crossing?  | PolitiFact Oregon,0
Wayne LaPierre says Phoenix is 'one of the kidnapping capitals of the world',0
Steny Hoyer: House Democrats won majority of 2012 popular vote,0
Rep. Dave Joyce says millions of U.S. jobs go unfilled each month | PolitiFact Oh,0
ete Winstead says Austin is the largest U.S. city without a nonstop flight to Europe | PolitiFact Texas,0
Cantor says states are spending more on Medicaid than on public schools | PolitiFact Virgin,0
Does Obama get an A for early care claim?  | PolitiFact Georg,0
Donald Rumsfeld says Abraham Lincoln loved wrestling,0
John Cornyn said move to delay Hagel nomination is “not a filibuster”,0
Marco Rubio says we've always needed foreign workers for farming | PolitiFact Florid,0
Marco Rubio says U.S. farmers have no way to bring in workers legally | PolitiFact Florid,0
Wisconsin Supreme Court candidate Ed Fallone says court deciding fewer cases | PolitiFact Wisconsin,0
Norquist says Virginia has spent less than 1 percent  of budget surpluses on roads | PolitiFact Virgin,0
"Roggensack says her Appeals Court caseload topped 2,400 | PolitiFact Wisconsin",0
Cory Booker says more minorities born in 2012 than racial majority | PolitiFact New Jersey,0
Rep. Brian Patrick Kennedy suggests employers and schools are banned from monitoring workers in their cubicles and students in their dorm rooms | PolitiFact Rhode Island,0
Do one in eight Oregon children and one in 18 adults suffer from mental illness?  | PolitiFact Oregon,0
Rhode Island State Rep. Edith Ajello says studies indicate minors find it easier to get marijuana than alcohol | PolitiFact Rhode Island,0
Ted Cruz said he has repeatedly praised Chuck Hagel's public service | PolitiFact Texas,0
Barack Obama says the 12 hottest years on record have come in the last 15 years,0
"Wisconsin regulations ranked ""worst in the world"" for mining, business group says | PolitiFact Wisconsin",0
Broun touts pinning 'socialist' label on Obama | PolitiFact Georg,0
Sacramento Bee editorial says Texas is last in workers’ compensation coverage | PolitiFact Texas,0
Ohio Senate President Keith Faber says Ohio is among the leading states in exports | PolitiFact Oh,0
Obama says health care law is already slowing down Medicare costs,0
Obama says he and Romney agreed on indexing minimum wage,0
A look at Marco Rubio's West Miami home | PolitiFact Florid,0
Obama says fuel efficiency has doubled,0
"Chris Christie vetoed bills to raise minimum wage and restore Earned Income Tax Credit, Democratic Party chairman says | PolitiFact New Jersey",0
California editorial says Texas is tops in carbon dioxide emissions and toxic releases into water | PolitiFact Texas,0
"Barack Obama says he's kept Congress ""fully informed"" on targeted killings",0
Sacramento Bee editorial says Texas has greatest number of uninsured | PolitiFact Texas,0
Ed FitzGerald says he was an early Obama supporter in Cuyahoga County | PolitiFact Oh,0
"Has Ryan remained consistent in talking about what he calls society's ""takers"" and ""makers?"" | PolitiFact Wisconsin",0
Ex-chief justice's opinion on same-sex marriage hard to gauge | PolitiFact Georg,0
resident Barack Obama says an 'overwhelming' majority supports gun legislation like background checks,0
Marco Rubio says sequester was Obama’s ide,0
Barack Obama touts administration's border enforcement achievements in State of the Union,0
Marco Rubio says U.S. economy shrank in last quarter of 2012 | PolitiFact Florid,0
Barack Obama says U.S. has created half million manufacturing jobs in three years,0
Donna Howard says abortions are decreasing | PolitiFact Texas,0
"Georgia lawmakers cutting education funding, group says | PolitiFact Georg",0
Jeff Merkley says domestic abuse against women has fallen 50 percent since federal law went into effect | PolitiFact Oregon,0
"Sen. Tammy Baldwin says before Obamacare, 17 million kids with health conditions were ""uninsurable"" | PolitiFact Wisconsin",0
"Rick Perry says Texas has third-highest high school graduation rates, a ""significant turnaround"" | PolitiFact Texas",0
Are there more places to buy a gun than a Big Mac? | PolitiFact Georg,0
Sen. Sherrod Brown says three-quarters of low-income workers don’t have paid sick days | PolitiFact Oh,0
"Dick Saslaw says all states, except Virginia, ""keep raising their gas tax"" | PolitiFact Virgin",0
Chris Matthews says Sen. Ron Johnson was elected in ‘very low turnout’ contest | PolitiFact Wisconsin,0
Cory Booker says U.S. military spending is greater than the next 10-12 countries combined | PolitiFact New Jersey,0
U.S. Rep. David Cicilline says 40 percent of gun sales are made without background checks | PolitiFact Rhode Island,0
Lee Leffingwell says Austin trains are “full” at rush hour and “packed” for special events | PolitiFact Texas,0
Rep. Zoe Lofgren says U.S. laws have rarely barred access to citizenship,0
Sacramento Bee editorial says Texas is last in mental health care spending | PolitiFact Texas,0
"McDonnell says U.S. education is ""slipping"" behind other nations | PolitiFact Virgin",0
Sacramento Bee editorial says Texas ranks first in executions | PolitiFact Texas,0
Sacramento Bee editorial says Texas ranks last in residents with high school diplomas | PolitiFact Texas,0
Will Weatherford says Florida's campaign contribution limit is nation's second-lowest | PolitiFact Florid,0
"Sandy relief spending too liberal and costly, says U.S. Sen. Kelly Ayotte | PolitiFact New Hampshire",0
Abortion foe overreaches in describing context of court ruling | PolitiFact Georg,0
"Rep. Joyce Beatty says about 30,000 people die from gunfire each year in the U.S. | PolitiFact Oh",0
Rhode Island Coastal Resources geologist says sea level has risen roughly 10 inches since 1930 | PolitiFact Rhode Island,0
